"","county","date","cases"
"798","高雄市",2021-07-24,88
"799","台北市",2021-07-24,4785
"800","新北市",2021-07-24,6768
"801","桃園市",2021-07-24,777
"802","台北市",2021-07-25,4789
"803","嘉義縣",2021-07-25,21
"804","新北市",2021-07-25,6774
"805","新竹縣",2021-07-25,110
"806","桃園市",2021-07-25,781
"807","台北市",2021-07-26,4794
"808","嘉義縣",2021-07-26,22
"809","新北市",2021-07-26,6778
"810","桃園市",2021-07-26,783
"811","高雄市",2021-07-27,89
"812","台北市",2021-07-27,4802
"813","嘉義縣",2021-07-27,26
"814","新北市",2021-07-27,6786
"815","桃園市",2021-07-27,784
"816","高雄市",2021-07-28,91
"817","台北市",2021-07-28,4809
"818","嘉義市",2021-07-28,10
"819","嘉義縣",2021-07-28,27
"820","新北市",2021-07-28,6790
"821","台北市",2021-07-29,4813
"822","嘉義縣",2021-07-29,29
"823","基隆市",2021-07-29,314
"824","新北市",2021-07-29,6795
"825","台北市",2021-07-30,4815
"826","嘉義縣",2021-07-30,30
"827","新北市",2021-07-30,6802
"828","桃園市",2021-07-30,785
"829","高雄市",2021-07-31,92
"830","台北市",2021-07-31,4816
"831","新北市",2021-07-31,6809
"832","桃園市",2021-07-31,789
"833","台北市",2021-08-01,4818
"834","嘉義縣",2021-08-01,31
"835","新北市",2021-08-01,6817
"836","桃園市",2021-08-01,790
"837","台北市",2021-08-02,4822
"838","嘉義縣",2021-08-02,32
"839","新北市",2021-08-02,6831
"840","台北市",2021-08-03,4826
"841","新北市",2021-08-03,6833
"842","桃園市",2021-08-03,791
"843","台北市",2021-08-04,4830
"844","彰化縣",2021-08-04,273
"845","新北市",2021-08-04,6838
"846","台北市",2021-08-05,4832
"847","新北市",2021-08-05,6839
"848","台北市",2021-08-06,4833
"849","新北市",2021-08-06,6840
"850","台北市",2021-08-07,4834
"851","新北市",2021-08-07,6841
"852","桃園市",2021-08-07,792
"853","高雄市",2021-08-08,93
"854","台北市",2021-08-08,4835
"855","新北市",2021-08-08,6843
"856","台北市",2021-08-09,4837
"857","基隆市",2021-08-09,315
"858","新北市",2021-08-09,6844
"859","台北市",2021-08-10,4841
"860","基隆市",2021-08-10,316
"861","新北市",2021-08-10,6848
"862","新北市",2021-08-11,6852
"863","高雄市",2021-08-12,95
"864","台北市",2021-08-12,4842
"865","台北市",2021-08-13,4844
"866","新北市",2021-08-13,6854
"867","台北市",2021-08-14,4845
"868","新北市",2021-08-14,6856
"869","桃園市",2021-08-14,793
"870","台北市",2021-08-15,4846
"871","新北市",2021-08-15,6859
"872","台北市",2021-08-16,4850
"873","新北市",2021-08-16,6864
"874","台北市",2021-08-18,4852
"875","新北市",2021-08-18,6867
"876","台北市",2021-08-19,4853
"877","彰化縣",2021-08-19,274
"878","新北市",2021-08-19,6869
"879","台北市",2021-08-20,4854
"880","新北市",2021-08-20,6870
"881","台北市",2021-08-21,4855
"882","桃園市",2021-08-21,794
"883","雲林縣",2021-08-21,22
"884","新北市",2021-08-22,6873
"885","新北市",2021-08-24,6874
"886","台北市",2021-08-25,4856
"887","新北市",2021-08-25,6877
"888","新北市",2021-08-26,6878
"889","新北市",2021-08-27,6891
"890","台北市",2021-08-28,4857
"891","新北市",2021-08-28,6894
"892","新北市",2021-08-29,6896
"893","台北市",2021-08-30,4858
"894","新北市",2021-08-30,6898
"895","桃園市",2021-08-30,795
"896","台北市",2021-08-31,4860
"897","台北市",2021-09-01,4861
"898","新北市",2021-09-01,6900
"899","新北市",2021-09-02,6901
"900","新北市",2021-09-04,6903
"901","新北市",2021-09-05,6906
"902","台北市",2021-09-06,4862
"903","新北市",2021-09-06,6912
"904","新北市",2021-09-07,6917
"905","桃園市",2021-09-07,796
"906","台北市",2021-09-08,4863
"907","新北市",2021-09-08,6918
"908","台北市",2021-09-09,4864
"909","新北市",2021-09-11,6920
"910","桃園市",2021-09-11,797
"911","新北市",2021-09-12,6921
"912","桃園市",2021-09-12,798
"913","新北市",2021-09-13,6923
"914","台北市",2021-09-15,4866
"915","新北市",2021-09-15,6924
"916","台北市",2021-09-18,4867
"917","台北市",2021-09-19,4868
"918","新北市",2021-09-20,6925
"919","新北市",2021-09-22,6926
"920","台北市",2021-09-27,4869
"921","新北市",2021-09-27,6927
"922","台北市",2021-10-05,4870
"923","新北市",2021-10-09,6928
"924","新北市",2021-10-15,6929
"925","新北市",2021-10-16,6930
"926","台北市",2021-10-19,4871
"927","基隆市",2021-10-20,317
"928","基隆市",2021-10-21,318
"929","台北市",2021-10-24,4872
"930","新北市",2021-10-24,6931
"931","新北市",2021-11-26,6932
"932","新北市",2021-12-06,6933
"933","桃園市",2021-12-09,799
"934","新北市",2021-12-12,6934
"935","桃園市",2021-12-12,800
"936","宜蘭縣",2021-12-13,99
"937","桃園市",2021-12-13,801
"938","桃園市",2021-12-14,802
"939","台北市",2021-12-15,4873
"940","台北市",2021-12-24,4874
"941","新北市",2021-12-25,6935
"942","新北市",2021-12-27,6937
"943","台北市",2021-12-28,4876
"944","基隆市",2021-12-30,319
"945","桃園市",2021-12-30,805
"946","桃園市",2022-01-01,806
"947","台北市",2022-01-02,4877
"948","桃園市",2022-01-02,807
"949","台北市",2022-01-03,4879
"950","桃園市",2022-01-03,810
"951","桃園市",2022-01-04,814
"952","桃園市",2022-01-05,816
"953","桃園市",2022-01-06,821
"954","新北市",2022-01-07,6938
"955","桃園市",2022-01-07,824
"956","桃園市",2022-01-08,830
"957","台北市",2022-01-09,4880
"958","桃園市",2022-01-09,839
"959","台北市",2022-01-10,4881
"960","新北市",2022-01-10,6941
"961","桃園市",2022-01-10,854
"962","新北市",2022-01-11,6942
"963","新竹縣",2022-01-11,111
"964","桃園市",2022-01-11,857
"965","台北市",2022-01-12,4882
"966","新北市",2022-01-12,6943
"967","桃園市",2022-01-12,871
"968","新北市",2022-01-13,6944
"969","新竹市",2022-01-13,44
"970","桃園市",2022-01-13,877
"971","高雄市",2022-01-14,97
"972","台北市",2022-01-14,4883
"973","新竹市",2022-01-14,45
"974","桃園市",2022-01-14,886
"975","高雄市",2022-01-15,99
"976","新北市",2022-01-15,6947
"977","桃園市",2022-01-15,893
"978","高雄市",2022-01-16,101
"979","台北市",2022-01-16,4884
"980","新竹縣",2022-01-16,112
"981","桃園市",2022-01-16,903
"982","高雄市",2022-01-17,104
"983","基隆市",2022-01-17,320
"984","新北市",2022-01-17,6948
"985","桃園市",2022-01-17,912
"986","高雄市",2022-01-18,108
"987","台北市",2022-01-18,4886
"988","宜蘭縣",2022-01-18,100
"989","新北市",2022-01-18,6950
"990","新竹市",2022-01-18,48
"991","桃園市",2022-01-18,923
"992","高雄市",2022-01-19,115
"993","台北市",2022-01-19,4887
"994","桃園市",2022-01-19,938
"995","高雄市",2022-01-20,123
"996","台北市",2022-01-20,4888
"997","新北市",2022-01-20,6951
"998","桃園市",2022-01-20,953
"999","高雄市",2022-01-21,137
"1000","台北市",2022-01-21,4889
"1001","宜蘭縣",2022-01-21,102
"1002","桃園市",2022-01-21,1011
"1003","高雄市",2022-01-22,151
"1004","台北市",2022-01-22,4891
"1005","台南市",2022-01-22,51
"1006","宜蘭縣",2022-01-22,103
"1007","新竹市",2022-01-22,49
"1008","新竹縣",2022-01-22,115
"1009","桃園市",2022-01-22,1031
"1010","高雄市",2022-01-23,156
"1011","宜蘭縣",2022-01-23,104
"1012","桃園市",2022-01-23,1043
"1013","高雄市",2022-01-24,161
"1014","台南市",2022-01-24,52
"1015","新北市",2022-01-24,6952
"1016","桃園市",2022-01-24,1056
"1017","高雄市",2022-01-25,169
"1018","台中市",2022-01-25,208
"1019","台北市",2022-01-25,4894
"1020","台南市",2022-01-25,53
"1021","新北市",2022-01-25,6954
"1022","桃園市",2022-01-25,1066
"1023","高雄市",2022-01-26,174
"1024","台北市",2022-01-26,4895
"1025","台南市",2022-01-26,54
"1026","新北市",2022-01-26,6956
"1027","桃園市",2022-01-26,1082
"1028","高雄市",2022-01-27,178
"1029","台中市",2022-01-27,209
"1030","台北市",2022-01-27,4900
"1031","宜蘭縣",2022-01-27,105
"1032","桃園市",2022-01-27,1093
"1033","高雄市",2022-01-28,188
"1034","台北市",2022-01-28,4902
"1035","桃園市",2022-01-28,1097
"1036","高雄市",2022-01-29,195
"1037","屏東縣",2022-01-29,49
"1038","新北市",2022-01-29,6957
"1039","桃園市",2022-01-29,1110
"1040","高雄市",2022-01-30,203
"1041","台北市",2022-01-30,4904
"1042","新北市",2022-01-30,6958
"1043","桃園市",2022-01-30,1116
"1044","高雄市",2022-01-31,210
"1045","新北市",2022-01-31,6959
"1046","桃園市",2022-01-31,1121
"1047","高雄市",2022-02-01,216
"1048","台北市",2022-02-01,4905
"1049","新北市",2022-02-01,6960
"1050","桃園市",2022-02-01,1124
"1051","高雄市",2022-02-02,231
"1052","台北市",2022-02-02,4906
"1053","新北市",2022-02-02,6961
"1054","桃園市",2022-02-02,1138
"1055","高雄市",2022-02-03,243
"1056","新北市",2022-02-03,6964
"1057","桃園市",2022-02-03,1141
"1058","高雄市",2022-02-04,250
"1059","台北市",2022-02-04,4908
"1060","新北市",2022-02-04,6966
"1061","桃園市",2022-02-04,1155
"1062","高雄市",2022-02-05,254
"1063","新北市",2022-02-05,6970
"1064","桃園市",2022-02-05,1168
"1065","高雄市",2022-02-06,255
"1066","台北市",2022-02-06,4909
"1067","屏東縣",2022-02-06,50
"1068","彰化縣",2022-02-06,275
"1069","新北市",2022-02-06,6972
"1070","桃園市",2022-02-06,1175
"1071","苗栗縣",2022-02-06,550
"1072","高雄市",2022-02-07,258
"1073","台北市",2022-02-07,4912
"1074","屏東縣",2022-02-07,51
"1075","新北市",2022-02-07,6976
"1076","桃園市",2022-02-07,1177
"1077","高雄市",2022-02-08,263
"1078","台北市",2022-02-08,4913
"1079","新北市",2022-02-08,6983
"1080","桃園市",2022-02-08,1189
"1081","苗栗縣",2022-02-08,552
"1082","高雄市",2022-02-09,267
"1083","屏東縣",2022-02-09,52
"1084","新北市",2022-02-09,6986
"1085","桃園市",2022-02-09,1197
"1086","苗栗縣",2022-02-09,553
"1087","高雄市",2022-02-10,272
"1088","台北市",2022-02-10,4915
"1089","新北市",2022-02-10,6994
"1090","桃園市",2022-02-10,1201
"1091","苗栗縣",2022-02-10,554
"1092","高雄市",2022-02-11,274
"1093","台南市",2022-02-11,55
"1094","新北市",2022-02-11,6996
"1095","桃園市",2022-02-11,1202
"1096","高雄市",2022-02-12,275
"1097","新北市",2022-02-12,7003
"1098","新竹縣",2022-02-12,116
"1099","桃園市",2022-02-12,1203
"1100","苗栗縣",2022-02-12,557
"1101","高雄市",2022-02-13,278
"1102","桃園市",2022-02-13,1206
"1103","苗栗縣",2022-02-13,558
"1104","高雄市",2022-02-14,279
"1105","台北市",2022-02-14,4917
"1106","新北市",2022-02-14,7006
"1107","高雄市",2022-02-15,283
"1108","台北市",2022-02-15,4919
"1109","台南市",2022-02-15,57
"1110","新北市",2022-02-15,7009
"1111","桃園市",2022-02-15,1207
"1112","苗栗縣",2022-02-15,560
"1113","高雄市",2022-02-16,285
"1114","台北市",2022-02-16,4921
"1115","新北市",2022-02-16,7016
"1116","高雄市",2022-02-17,286
"1117","台北市",2022-02-17,4923
"1118","台南市",2022-02-17,61
"1119","宜蘭縣",2022-02-17,106
"1120","新北市",2022-02-17,7025
"1121","桃園市",2022-02-17,1209
"1122","台北市",2022-02-18,4928
"1123","新北市",2022-02-18,7029
"1124","桃園市",2022-02-18,1210
"1125","新北市",2022-02-19,7032
"1126","桃園市",2022-02-19,1211
"1127","苗栗縣",2022-02-19,563
"1128","高雄市",2022-02-20,288
"1129","新北市",2022-02-20,7034
"1130","桃園市",2022-02-20,1212
"1131","高雄市",2022-02-21,289
"1132","台北市",2022-02-21,4929
"1133","新北市",2022-02-21,7037
"1134","桃園市",2022-02-21,1213
"1135","新北市",2022-02-22,7041
"1136","桃園市",2022-02-22,1217
"1137","台北市",2022-02-23,4930
"1138","宜蘭縣",2022-02-23,107
"1139","新竹縣",2022-02-23,117
"1140","桃園市",2022-02-23,1218
"1141","高雄市",2022-02-24,290
"1142","台中市",2022-02-24,210
"1143","宜蘭縣",2022-02-24,108
"1144","新北市",2022-02-24,7043
"1145","新竹縣",2022-02-24,119
"1146","桃園市",2022-02-24,1220
"1147","新北市",2022-02-25,7044
"1148","桃園市",2022-02-25,1222
"1149","桃園市",2022-02-26,1226
"1150","台南市",2022-02-27,63
"1151","新北市",2022-02-27,7046
"1152","桃園市",2022-02-27,1227
"1153","台南市",2022-02-28,64
"1154","桃園市",2022-02-28,1234
"1155","高雄市",2022-03-01,291
"1156","台南市",2022-03-01,65
"1157","桃園市",2022-03-01,1236
"1158","彰化縣",2022-03-02,277
"1159","新北市",2022-03-02,7047
"1160","桃園市",2022-03-02,1239
"1161","高雄市",2022-03-03,292
"1162","桃園市",2022-03-03,1241
"1163","高雄市",2022-03-04,294
"1164","台南市",2022-03-04,66
"1165","桃園市",2022-03-04,1243
"1166","台南市",2022-03-05,68
"1167","台南市",2022-03-06,70
"1168","高雄市",2022-03-07,296
"1169","台南市",2022-03-07,75
"1170","宜蘭縣",2022-03-07,110
"1171","高雄市",2022-03-08,297
"1172","台南市",2022-03-08,76
"1173","台北市",2022-03-09,4931
"1174","台南市",2022-03-09,77
"1175","新北市",2022-03-09,7048
"1176","台北市",2022-03-10,4932
"1177","台南市",2022-03-10,79
"1178","台北市",2022-03-11,4934
"1179","台南市",2022-03-11,80
"1180","台東縣",2022-03-11,24
"1181","新北市",2022-03-11,7050
"1182","台北市",2022-03-12,4935
"1183","台南市",2022-03-12,81
"1184","台東縣",2022-03-13,26
"1185","基隆市",2022-03-13,321
"1186","宜蘭縣",2022-03-13,111
"1187","雲林縣",2022-03-13,23
"1188","台東縣",2022-03-14,27
"1189","嘉義市",2022-03-14,11
"1190","新北市",2022-03-14,7051
"1191","嘉義市",2022-03-15,12
"1192","新北市",2022-03-15,7052
"1193","新竹縣",2022-03-15,120
"1194","桃園市",2022-03-15,1247
"1195","雲林縣",2022-03-15,24
"1196","嘉義縣",2022-03-16,34
"1197","桃園市",2022-03-16,1249
"1198","雲林縣",2022-03-16,25
"1199","高雄市",2022-03-17,298
"1200","台北市",2022-03-17,4936
"1201","台東縣",2022-03-17,28
"1202","雲林縣",2022-03-17,26
"1203","台南市",2022-03-18,82
"1204","嘉義市",2022-03-18,14
"1205","嘉義縣",2022-03-18,35
"1206","基隆市",2022-03-18,322
"1207","台南市",2022-03-19,83
"1208","嘉義縣",2022-03-19,37
"1209","基隆市",2022-03-19,323
"1210","高雄市",2022-03-20,299
"1211","台北市",2022-03-20,4938
"1212","台南市",2022-03-20,84
"1213","嘉義縣",2022-03-20,38
"1214","新北市",2022-03-20,7055
"1215","高雄市",2022-03-21,301
"1216","台北市",2022-03-21,4943
"1217","台南市",2022-03-21,85
"1218","台東縣",2022-03-21,30
"1219","基隆市",2022-03-21,324
"1220","新北市",2022-03-21,7056
"1221","高雄市",2022-03-22,305
"1222","台北市",2022-03-22,4944
"1223","台南市",2022-03-22,86
"1224","台東縣",2022-03-22,31
"1225","基隆市",2022-03-22,326
"1226","高雄市",2022-03-23,309
"1227","台北市",2022-03-23,4945
"1228","基隆市",2022-03-23,327
"1229","新北市",2022-03-23,7061
"1230","新竹縣",2022-03-23,121
"1231","雲林縣",2022-03-23,28
"1232","高雄市",2022-03-24,311
"1233","基隆市",2022-03-24,330
"1234","新北市",2022-03-24,7064
"1235","高雄市",2022-03-25,314
"1236","台北市",2022-03-25,4947
"1237","台東縣",2022-03-25,32
"1238","基隆市",2022-03-25,339
"1239","彰化縣",2022-03-25,278
"1240","新北市",2022-03-25,7078
"1241","新竹縣",2022-03-25,122
"1242","桃園市",2022-03-25,1250
"1243","高雄市",2022-03-26,316
"1244","基隆市",2022-03-26,352
"1245","彰化縣",2022-03-26,279
"1246","新北市",2022-03-26,7095
"1247","新竹市",2022-03-26,51
"1248","新竹縣",2022-03-26,126
"1249","桃園市",2022-03-26,1253
"1250","花蓮縣",2022-03-26,69
"1251","雲林縣",2022-03-26,29
"1252","高雄市",2022-03-27,320
"1253","台北市",2022-03-27,4950
"1254","台東縣",2022-03-27,35
"1255","基隆市",2022-03-27,372
"1256","新北市",2022-03-27,7112
"1257","新竹縣",2022-03-27,179
"1258","桃園市",2022-03-27,1257
"1259","高雄市",2022-03-28,326
"1260","台中市",2022-03-28,212
"1261","台北市",2022-03-28,4957
"1262","台東縣",2022-03-28,37
"1263","基隆市",2022-03-28,392
"1264","彰化縣",2022-03-28,280
"1265","新北市",2022-03-28,7132
"1266","新竹市",2022-03-28,52
"1267","桃園市",2022-03-28,1271
"1268","高雄市",2022-03-29,327
"1269","台中市",2022-03-29,213
"1270","台北市",2022-03-29,4966
"1271","台南市",2022-03-29,88
"1272","台東縣",2022-03-29,38
"1273","基隆市",2022-03-29,412
"1274","宜蘭縣",2022-03-29,113
"1275","新北市",2022-03-29,7155
"1276","新竹市",2022-03-29,54
"1277","新竹縣",2022-03-29,180
"1278","桃園市",2022-03-29,1282
"1279","花蓮縣",2022-03-29,70
"1280","高雄市",2022-03-30,333
"1281","台北市",2022-03-30,4986
"1282","台南市",2022-03-30,89
"1283","台東縣",2022-03-30,39
"1284","嘉義縣",2022-03-30,40
"1285","基隆市",2022-03-30,429
"1286","宜蘭縣",2022-03-30,115
"1287","新北市",2022-03-30,7182
"1288","新竹縣",2022-03-30,182
"1289","桃園市",2022-03-30,1299
"1290","花蓮縣",2022-03-30,73
"1291","金門縣",2022-03-30,1
"1292","雲林縣",2022-03-30,30
"1293","高雄市",2022-03-31,335
"1294","台中市",2022-03-31,214
"1295","台北市",2022-03-31,5011
"1296","台南市",2022-03-31,90
"1297","基隆市",2022-03-31,454
"1298","宜蘭縣",2022-03-31,119
"1299","彰化縣",2022-03-31,284
"1300","新北市",2022-03-31,7231
"1301","新竹市",2022-03-31,56
"1302","新竹縣",2022-03-31,183
"1303","桃園市",2022-03-31,1313
"1304","花蓮縣",2022-03-31,75
"1305","高雄市",2022-04-01,338
"1306","台中市",2022-04-01,216
"1307","台北市",2022-04-01,5033
"1308","台南市",2022-04-01,91
"1309","台東縣",2022-04-01,40
"1310","基隆市",2022-04-01,508
"1311","宜蘭縣",2022-04-01,128
"1312","屏東縣",2022-04-01,53
"1313","彰化縣",2022-04-01,286
"1314","新北市",2022-04-01,7302
"1315","新竹市",2022-04-01,60
"1316","新竹縣",2022-04-01,188
"1317","桃園市",2022-04-01,1346
"1318","花蓮縣",2022-04-01,81
"1319","金門縣",2022-04-01,2
"1320","高雄市",2022-04-02,349
"1321","台中市",2022-04-02,218
"1322","台北市",2022-04-02,5051
"1323","台南市",2022-04-02,99
"1324","基隆市",2022-04-02,539
"1325","宜蘭縣",2022-04-02,134
"1326","屏東縣",2022-04-02,56
"1327","新北市",2022-04-02,7378
"1328","新竹縣",2022-04-02,198
"1329","桃園市",2022-04-02,1364
"1330","花蓮縣",2022-04-02,83
"1331","苗栗縣",2022-04-02,564
"1332","金門縣",2022-04-02,3
"1333","雲林縣",2022-04-02,32
"1334","高雄市",2022-04-03,354
"1335","台中市",2022-04-03,221
"1336","台北市",2022-04-03,5075
"1337","台東縣",2022-04-03,41
"1338","基隆市",2022-04-03,563
"1339","宜蘭縣",2022-04-03,139
"1340","屏東縣",2022-04-03,57
"1341","彰化縣",2022-04-03,287
"1342","新北市",2022-04-03,7453
"1343","新竹市",2022-04-03,63
"1344","新竹縣",2022-04-03,206
"1345","桃園市",2022-04-03,1383
"1346","花蓮縣",2022-04-03,86
"1347","金門縣",2022-04-03,4
"1348","高雄市",2022-04-04,365
"1349","台中市",2022-04-04,224
"1350","台北市",2022-04-04,5113
"1351","台南市",2022-04-04,105
"1352","嘉義縣",2022-04-04,41
"1353","基隆市",2022-04-04,603
"1354","宜蘭縣",2022-04-04,143
"1355","彰化縣",2022-04-04,289
"1356","新北市",2022-04-04,7564
"1357","新竹市",2022-04-04,69
"1358","新竹縣",2022-04-04,224
"1359","桃園市",2022-04-04,1392
"1360","花蓮縣",2022-04-04,99
"1361","高雄市",2022-04-05,413
"1362","台中市",2022-04-05,227
"1363","台北市",2022-04-05,5177
"1364","台南市",2022-04-05,115
"1365","嘉義縣",2022-04-05,46
"1366","基隆市",2022-04-05,634
"1367","宜蘭縣",2022-04-05,146
"1368","屏東縣",2022-04-05,59
"1369","彰化縣",2022-04-05,291
"1370","新北市",2022-04-05,7661
"1371","新竹市",2022-04-05,77
"1372","新竹縣",2022-04-05,240
"1373","桃園市",2022-04-05,1424
"1374","花蓮縣",2022-04-05,107
"1375","苗栗縣",2022-04-05,567
"1376","雲林縣",2022-04-05,34
"1377","高雄市",2022-04-06,444
"1378","台中市",2022-04-06,236
"1379","台北市",2022-04-06,5258
"1380","台南市",2022-04-06,118
"1381","嘉義縣",2022-04-06,48
"1382","基隆市",2022-04-06,669
"1383","宜蘭縣",2022-04-06,148
"1384","屏東縣",2022-04-06,64
"1385","彰化縣",2022-04-06,293
"1386","新北市",2022-04-06,7797
"1387","新竹市",2022-04-06,83
"1388","新竹縣",2022-04-06,249
"1389","桃園市",2022-04-06,1452
"1390","花蓮縣",2022-04-06,131
"1391","苗栗縣",2022-04-06,568
"1392","雲林縣",2022-04-06,35
"1393","南投縣",2022-04-07,39
"1394","高雄市",2022-04-07,489
"1395","台中市",2022-04-07,245
"1396","台北市",2022-04-07,5328
"1397","台南市",2022-04-07,123
"1398","台東縣",2022-04-07,42
"1399","嘉義市",2022-04-07,18
"1400","嘉義縣",2022-04-07,51
"1401","基隆市",2022-04-07,690
"1402","宜蘭縣",2022-04-07,154
"1403","屏東縣",2022-04-07,73
"1404","彰化縣",2022-04-07,296
"1405","新北市",2022-04-07,7937
"1406","新竹市",2022-04-07,90
"1407","新竹縣",2022-04-07,260
"1408","桃園市",2022-04-07,1483
"1409","花蓮縣",2022-04-07,158
"1410","苗栗縣",2022-04-07,572
"1411","雲林縣",2022-04-07,38
"1412","南投縣",2022-04-08,41
"1413","高雄市",2022-04-08,524
"1414","台中市",2022-04-08,260
"1415","台北市",2022-04-08,5400
"1416","台南市",2022-04-08,130
"1417","台東縣",2022-04-08,43
"1418","嘉義市",2022-04-08,20
"1419","嘉義縣",2022-04-08,59
"1420","基隆市",2022-04-08,729
"1421","宜蘭縣",2022-04-08,158
"1422","屏東縣",2022-04-08,85
"1423","彰化縣",2022-04-08,299
"1424","新北市",2022-04-08,8063
"1425","新竹市",2022-04-08,95
"1426","新竹縣",2022-04-08,276
"1427","桃園市",2022-04-08,1547
"1428","花蓮縣",2022-04-08,180
"1429","雲林縣",2022-04-08,39
"1430","南投縣",2022-04-09,42
"1431","高雄市",2022-04-09,552
"1432","台中市",2022-04-09,266
"1433","台北市",2022-04-09,5492
"1434","台南市",2022-04-09,144
"1435","嘉義市",2022-04-09,24
"1436","嘉義縣",2022-04-09,68
"1437","基隆市",2022-04-09,768
"1438","宜蘭縣",2022-04-09,177
"1439","屏東縣",2022-04-09,113
"1440","彰化縣",2022-04-09,303
"1441","新北市",2022-04-09,8231
"1442","新竹市",2022-04-09,105
"1443","新竹縣",2022-04-09,298
"1444","桃園市",2022-04-09,1594
"1445","花蓮縣",2022-04-09,189
"1446","苗栗縣",2022-04-09,573
"1447","雲林縣",2022-04-09,42
"1448","高雄市",2022-04-10,592
"1449","台中市",2022-04-10,283
"1450","台北市",2022-04-10,5607
"1451","台南市",2022-04-10,151
"1452","台東縣",2022-04-10,46
"1453","基隆市",2022-04-10,802
"1454","宜蘭縣",2022-04-10,188
"1455","屏東縣",2022-04-10,126
"1456","彰化縣",2022-04-10,308
"1457","新北市",2022-04-10,8392
"1458","新竹市",2022-04-10,110
"1459","新竹縣",2022-04-10,308
"1460","桃園市",2022-04-10,1644
"1461","花蓮縣",2022-04-10,215
"1462","苗栗縣",2022-04-10,577
"1463","雲林縣",2022-04-10,46
"1464","高雄市",2022-04-11,651
"1465","台中市",2022-04-11,310
"1466","台北市",2022-04-11,5741
"1467","台南市",2022-04-11,164
"1468","台東縣",2022-04-11,47
"1469","嘉義市",2022-04-11,28
"1470","嘉義縣",2022-04-11,72
"1471","基隆市",2022-04-11,841
"1472","宜蘭縣",2022-04-11,197
"1473","屏東縣",2022-04-11,135
"1474","彰化縣",2022-04-11,310
"1475","新北市",2022-04-11,8594
"1476","新竹市",2022-04-11,120
"1477","新竹縣",2022-04-11,319
"1478","桃園市",2022-04-11,1718
"1479","花蓮縣",2022-04-11,251
"1480","苗栗縣",2022-04-11,580
"1481","雲林縣",2022-04-11,48
"1482","南投縣",2022-04-12,45
"1483","高雄市",2022-04-12,691
"1484","台中市",2022-04-12,331
"1485","台北市",2022-04-12,5900
"1486","台南市",2022-04-12,178
"1487","台東縣",2022-04-12,52
"1488","嘉義市",2022-04-12,29
"1489","嘉義縣",2022-04-12,74
"1490","基隆市",2022-04-12,885
"1491","宜蘭縣",2022-04-12,216
"1492","屏東縣",2022-04-12,152
"1493","彰化縣",2022-04-12,316
"1494","新北市",2022-04-12,8859
"1495","新竹市",2022-04-12,129
"1496","新竹縣",2022-04-12,333
"1497","桃園市",2022-04-12,1788
"1498","花蓮縣",2022-04-12,296
"1499","苗栗縣",2022-04-12,585
"1500","雲林縣",2022-04-12,49
"1501","南投縣",2022-04-13,48
"1502","高雄市",2022-04-13,745
"1503","台中市",2022-04-13,368
"1504","台北市",2022-04-13,6038
"1505","台南市",2022-04-13,199
"1506","台東縣",2022-04-13,56
"1507","嘉義市",2022-04-13,30
"1508","嘉義縣",2022-04-13,76
"1509","基隆市",2022-04-13,953
"1510","宜蘭縣",2022-04-13,234
"1511","屏東縣",2022-04-13,159
"1512","彰化縣",2022-04-13,326
"1513","新北市",2022-04-13,9204
"1514","新竹市",2022-04-13,143
"1515","新竹縣",2022-04-13,351
"1516","桃園市",2022-04-13,1929
"1517","花蓮縣",2022-04-13,351
"1518","苗栗縣",2022-04-13,589
"1519","金門縣",2022-04-13,5
"1520","雲林縣",2022-04-13,50
"1521","南投縣",2022-04-14,51
"1522","高雄市",2022-04-14,796
"1523","台中市",2022-04-14,402
"1524","台北市",2022-04-14,6217
"1525","台南市",2022-04-14,226
"1526","台東縣",2022-04-14,77
"1527","嘉義市",2022-04-14,32
"1528","嘉義縣",2022-04-14,78
"1529","基隆市",2022-04-14,1030
"1530","宜蘭縣",2022-04-14,269
"1531","屏東縣",2022-04-14,183
"1532","彰化縣",2022-04-14,331
"1533","新北市",2022-04-14,9579
"1534","新竹市",2022-04-14,163
"1535","新竹縣",2022-04-14,370
"1536","桃園市",2022-04-14,2185
"1537","花蓮縣",2022-04-14,495
"1538","苗栗縣",2022-04-14,606
"1539","雲林縣",2022-04-14,52
"1540","南投縣",2022-04-15,56
"1541","高雄市",2022-04-15,853
"1542","台中市",2022-04-15,447
"1543","台北市",2022-04-15,6415
"1544","台南市",2022-04-15,254
"1545","台東縣",2022-04-15,95
"1546","嘉義市",2022-04-15,34
"1547","基隆市",2022-04-15,1105
"1548","宜蘭縣",2022-04-15,317
"1549","屏東縣",2022-04-15,190
"1550","彰化縣",2022-04-15,339
"1551","新北市",2022-04-15,10046
"1552","新竹市",2022-04-15,180
"1553","新竹縣",2022-04-15,389
"1554","桃園市",2022-04-15,2394
"1555","花蓮縣",2022-04-15,578
"1556","苗栗縣",2022-04-15,611
"1557","連江縣",2022-04-15,7
"1558","雲林縣",2022-04-15,62
"1559","南投縣",2022-04-16,59
"1560","高雄市",2022-04-16,884
"1561","台中市",2022-04-16,488
"1562","台北市",2022-04-16,6681
"1563","台南市",2022-04-16,268
"1564","台東縣",2022-04-16,110
"1565","嘉義縣",2022-04-16,80
"1566","基隆市",2022-04-16,1225
"1567","宜蘭縣",2022-04-16,386
